,crn,date,subj,sub_num,course,location,section,description,instructor,credit
202,10855,"4:10 - 5:00 PM, W",AMS,001E,AMS 001E,BAINER 1134,A03,Nature & Culture in Amer,"Bayles, M",4.0
203,10856,"4:40 - 6:00 PM, TR",AMS,001E,AMS 001E,STORER 1322,A04,Nature & Culture in Amer,"Bayles, M",4.0
204,10856,"5:10 - 6:00 PM, W",AMS,001E,AMS 001E,GROVE 1283,A04,Nature & Culture in Amer,"Bayles, M",4.0
205,10857,"4:40 - 6:00 PM, TR",AMS,001E,AMS 001E,STORER 1322,A05,Nature & Culture in Amer,"Bayles, M",4.0
206,10857,"10:00 - 10:50 AM, F",AMS,001E,AMS 001E,BAINER 1134,A05,Nature & Culture in Amer,"Bayles, M",4.0
207,10858,"4:40 - 6:00 PM, TR",AMS,001E,AMS 001E,STORER 1322,A06,Nature & Culture in Amer,"Bayles, M",4.0
208,10858,"11:00 - 11:50 AM, F",AMS,001E,AMS 001E,OLSON 105,A06,Nature & Culture in Amer,"Bayles, M",4.0
209,10864,"4:10 - 5:00 PM, T",AMS,010,AMS 010,STORER 1344,A01,Intro American Studies,"Wang, G",4.0
210,10864,"1:40 - 3:00 PM, MW",AMS,010,AMS 010,GIEDT 1002,A01,Intro American Studies,"Wang, G",4.0
211,10865,"5:10 - 6:00 PM, T",AMS,010,AMS 010,HUNT 110,A02,Intro American Studies,"Wang, G",4.0
212,10865,"1:40 - 3:00 PM, MW",AMS,010,AMS 010,GIEDT 1002,A02,Intro American Studies,"Wang, G",4.0
213,10866,"1:40 - 3:00 PM, MW",AMS,010,AMS 010,GIEDT 1002,A03,Intro American Studies,"Wang, G",4.0
214,10866,"6:10 - 7:00 PM, W",AMS,010,AMS 010,ROBBNS 146,A03,Intro American Studies,"Wang, G",4.0
215,10867,"1:40 - 3:00 PM, MW",AMS,010,AMS 010,GIEDT 1002,A04,Intro American Studies,"Wang, G",4.0
216,10867,"7:10 - 8:00 PM, W",AMS,010,AMS 010,WELLMN 7,A04,Intro American Studies,"Wang, G",4.0
217,10868,"12:10 - 1:00 PM, F",AMS,010,AMS 010,OLSON 167,A05,Intro American Studies,"Wang, G",4.0
218,10868,"1:40 - 3:00 PM, MW",AMS,010,AMS 010,GIEDT 1002,A05,Intro American Studies,"Wang, G",4.0
219,10869,"1:40 - 3:00 PM, MW",AMS,010,AMS 010,GIEDT 1002,A06,Intro American Studies,"Wang, G",4.0
220,10869,"1:10 - 2:00 PM, F",AMS,010,AMS 010,OLSON 167,A06,Intro American Studies,"Wang, G",4.0
221,10872,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A01,Music & Amer Culture,"Decristo, J",4.0
222,10872,"6:10 - 7:00 PM, T",AMS,059,AMS 059,WELLMN 27,A01,Music & Amer Culture,"Decristo, J",4.0
223,10873,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A02,Music & Amer Culture,"Decristo, J",4.0
224,10873,"7:10 - 8:00 PM, T",AMS,059,AMS 059,WELLMN 107,A02,Music & Amer Culture,"Decristo, J",4.0
225,10874,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A03,Music & Amer Culture,"Decristo, J",4.0
226,10874,"4:10 - 5:00 PM, W",AMS,059,AMS 059,WELLMN 233,A03,Music & Amer Culture,"Decristo, J",4.0
227,10875,"5:10 - 6:00 PM, W",AMS,059,AMS 059,HUTCH 102,A04,Music & Amer Culture,"Decristo, J",4.0
228,10875,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A04,Music & Amer Culture,"Decristo, J",4.0
229,10876,"6:10 - 7:00 PM, R",AMS,059,AMS 059,PHYSIC 148,A05,Music & Amer Culture,"Decristo, J",4.0
230,10876,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A05,Music & Amer Culture,"Decristo, J",4.0
231,10877,"7:10 - 8:00 PM, R",AMS,059,AMS 059,WELLMN 203,A06,Music & Amer Culture,"Decristo, J",4.0
232,10877,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A06,Music & Amer Culture,"Decristo, J",4.0
233,44421,"2:10 - 3:00 PM, F",AMS,059,AMS 059,WELLMN 123,A07,Music & Amer Culture,"Decristo, J",4.0
234,44421,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A07,Music & Amer Culture,"Decristo, J",4.0
235,44422,"3:10 - 4:00 PM, F",AMS,059,AMS 059,WELLMN 105,A08,Music & Amer Culture,"Decristo, J",4.0
236,44422,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A08,Music & Amer Culture,"Decristo, J",4.0
237,10879,"9:00 - 9:50 AM, M",AMS,095,AMS 095,HOAGLD 113,A01,Careers/Identity Amr Cul,"Meyer,Wang",2.0
238,10879,"9:00 - 9:50 AM, W",AMS,095,AMS 095,WELLMN 127,A01,Careers/Identity Amr Cul,"Meyer,Wang",2.0
239,10906,"1:40 - 3:00 PM, TR",AMS,100,AMS 100,OLSON 244,001,Methods American Studies,"Sze, J",4.0
240,10907,"3:10 - 4:30 PM, TR",AMS,101H,AMS 101H,HUNT 110,001,Special Topics,"Decristo, J",4.0
241,44426,TBA,AMS,130,AMS 130,TBA,001,Amer Pop Culture,"Bayles, M",4.0
242,44426,"12:10 - 1:30 PM, TR",AMS,130,AMS 130,WALKER 1320,001,Amer Pop Culture,"Bayles, M",4.0
243,10909,"11:00 - 11:50 AM, TR",AMS,152,AMS 152,VEIMYR 212,001,Children In America,"Smoodin, E",4.0
244,10909,"10:00 - 10:50 AM, TR",AMS,152,AMS 152,TBA,001,Children In America,"Smoodin, E",4.0
245,10910,"9:00 - 11:50 AM, M",AMS,160,AMS 160,REMOTE,001,Undergraduate Seminar,"Arbona-Homar, J",4.0
246,10211,"10:30 - 11:50 AM, TR",ABI,050B,ABI 050B,BAINER 1060,001,Animal Biology,"Nansen, C",3.0
247,10230,"8:00 - 8:50 AM, MTWR",ABI,102,ABI 102,CALIFO 1100,001,Animal Biochem & Metabol,"Hackmann, T",5.0
248,10230,"8:00 - 8:50 AM, F",ABI,102,ABI 102,CALIFO 1100,001,Animal Biochem & Metabol,"Hackmann, T",5.0
249,10231,"6:10 - 7:00 PM, W",ABI,103,ABI 103,CALIFO 1100,001,Animal Biochem & Metabol,"Hess, M",5.0
250,10231,"5:10 - 7:00 PM, TR",ABI,103,ABI 103,CALIFO 1100,001,Animal Biochem & Metabol,"Hess, M",5.0
251,10232,"12:10 - 1:00 PM, W",ABI,187,ABI 187,WELLMN 115,001,Animal Biology Seminar,"Kimsey, R",2.0
252,10232,"12:10 - 1:00 PM, M",ABI,187,ABI 187,WELLMN 115,001,Animal Biology Seminar,"Kimsey, R",2.0
253,10076,"2:10 - 4:00 PM, M",ABG,290,ABG 290,OLSON 144,001,Animal Biology Seminar,"Mienaltowski, M",1.0
254,10077,TBA,ABG,290,ABG 290,TBA,002,Animal Biology Seminar,The Staff,1.0
255,10078,TBA,ABG,290,ABG 290,TBA,003,Animal Biology Seminar,1.0,
256,10193,TBA,ABG,300,ABG 300,TBA,001,Teaching Animal Biology,"Oberbauer, A",2.0
257,11162,"1:10 - 2:00 PM, MW",ANG,111,ANG 111,MEYER 1330,001,Molecular Biol Lab Tech,"Maga, E",4.0
258,11162,"9:00 - 11:50 AM, TR",ANG,111,ANG 111,MEYER 1312,001,Molecular Biol Lab Tech,"Maga, E",4.0
259,11224,"9:00 - 9:50 AM, MWF",ANS,015,ANS 015,STORER 1322,001,Intro Horse Husbandry,"Mienaltowski, M",3.0
260,11225,"2:10 - 5:00 PM, R",ANS,022B,ANS 022B,AHHOG,001,Animal Evaluation,"Pettey, L",2.0
261,11225,TBA,ANS,022B,ANS 022B,TBA,001,Animal Evaluation,"Pettey, L",2.0
262,11226,"3:10 - 6:00 PM, T",ANS,041L,ANS 041L,ASTF,A01,Domestic Animal Prod Lab,"Pettey, L",2.0
263,11226,"2:10 - 3:00 PM, T",ANS,041L,ANS 041L,WICKSN 1020,A01,Domestic Animal Prod Lab,"Pettey, L",2.0
264,11227,"3:10 - 6:00 PM, T",ANS,041L,ANS 041L,ASTF,A02,Domestic Animal Prod Lab,"Pettey, L",2.0
265,11227,"2:10 - 3:00 PM, T",ANS,041L,ANS 041L,HART 1116,A02,Domestic Animal Prod Lab,"Pettey, L",2.0
266,11228,"3:10 - 6:00 PM, W",ANS,041L,ANS 041L,ASTF,B01,Domestic Animal Prod Lab,"Pettey, L",2.0
267,11228,"2:10 - 3:00 PM, W",ANS,041L,ANS 041L,OLSON 163,B01,Domestic Animal Prod Lab,"Pettey, L",2.0
268,11229,"3:10 - 6:00 PM, W",ANS,041L,ANS 041L,ASTF,B02,Domestic Animal Prod Lab,"Pettey, L",2.0
269,11229,"2:10 - 3:00 PM, W",ANS,041L,ANS 041L,OLSON 105,B02,Domestic Animal Prod Lab,"Pettey, L",2.0
270,11230,"11:00 - 11:50 AM, M",ANS,042,ANS 042,MEYER 1131,A01,Companion Animals,"Oberbauer, A",4.0
271,11230,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A01,Companion Animals,"Oberbauer, A",4.0
272,11231,"12:10 - 1:00 PM, M",ANS,042,ANS 042,MEYER 1131,A02,Companion Animals,"Oberbauer, A",4.0
273,11231,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A02,Companion Animals,"Oberbauer, A",4.0
274,11232,"12:10 - 1:00 PM, T",ANS,042,ANS 042,MEYER 1131,A04,Companion Animals,"Oberbauer, A",4.0
275,11232,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A04,Companion Animals,"Oberbauer, A",4.0
276,11233,"11:00 - 11:50 AM, W",ANS,042,ANS 042,MEYER 1131,A05,Companion Animals,"Oberbauer, A",4.0
277,11233,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A05,Companion Animals,"Oberbauer, A",4.0
278,11234,"11:00 - 11:50 AM, R",ANS,042,ANS 042,MEYER 1131,A07,Companion Animals,"Oberbauer, A",4.0
279,11234,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A07,Companion Animals,"Oberbauer, A",4.0
280,11235,"12:10 - 1:00 PM, R",ANS,042,ANS 042,MEYER 1131,A08,Companion Animals,"Oberbauer, A",4.0
281,11235,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A08,Companion Animals,"Oberbauer, A",4.0
282,11236,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A03,Companion Animals,"Oberbauer, A",4.0
283,11236,"3:10 - 4:00 PM, M",ANS,042,ANS 042,STORER 1344,A03,Companion Animals,"Oberbauer, A",4.0
284,11237,"12:10 - 1:00 PM, W",ANS,042,ANS 042,MEYER 1131,A06,Companion Animals,"Oberbauer, A",4.0
285,11237,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A06,Companion Animals,"Oberbauer, A",4.0
286,44921,"9:00 - 11:50 AM, M",ANS,049C,ANS 049C,DAIRY,A01,Animal Prac/Dairy,"Todgham, A",2.0
287,44921,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A01,Animal Prac/Dairy,"Todgham, A",2.0
288,44922,"9:00 - 11:50 AM, T",ANS,049C,ANS 049C,DAIRY,A02,Animal Prac/Dairy,"Todgham, A",2.0
289,44922,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A02,Animal Prac/Dairy,"Todgham, A",2.0
290,44923,"9:00 - 11:50 AM, W",ANS,049C,ANS 049C,DAIRY,A03,Animal Prac/Dairy,"Todgham, A",2.0
291,44923,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A03,Animal Prac/Dairy,"Todgham, A",2.0
292,44924,"9:00 - 11:50 AM, R",ANS,049C,ANS 049C,DAIRY,A04,Animal Prac/Dairy,"Todgham, A",2.0
293,44924,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A04,Animal Prac/Dairy,"Todgham, A",2.0
294,44925,"9:00 - 11:50 AM, F",ANS,049C,ANS 049C,DAIRY,A05,Animal Prac/Dairy,"Todgham, A",2.0
295,44925,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A05,Animal Prac/Dairy,"Todgham, A",2.0
296,44926,"9:00 - 11:50 AM, S",ANS,049C,ANS 049C,DAIRY,A06,Animal Prac/Dairy,"Todgham, A",2.0
297,44926,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A06,Animal Prac/Dairy,"Todgham, A",2.0
298,44927,"9:00 - 11:50 AM, U",ANS,049C,ANS 049C,DAIRY,A07,Animal Prac/Dairy,"Todgham, A",2.0
299,44927,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A07,Animal Prac/Dairy,"Todgham, A",2.0
300,44928,"5:00 - 7:50 AM, M",ANS,049C,ANS 049C,DAIRY,B01,Animal Prac/Dairy,"Todgham, A",2.0
301,44928,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B01,Animal Prac/Dairy,"Todgham, A",2.0
302,44929,"5:00 - 7:50 AM, T",ANS,049C,ANS 049C,DAIRY,B02,Animal Prac/Dairy,"Todgham, A",2.0
303,44929,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B02,Animal Prac/Dairy,"Todgham, A",2.0
304,44930,"5:00 - 7:50 AM, W",ANS,049C,ANS 049C,DAIRY,B03,Animal Prac/Dairy,"Todgham, A",2.0
305,44930,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B03,Animal Prac/Dairy,"Todgham, A",2.0
306,44931,"5:00 - 7:50 AM, R",ANS,049C,ANS 049C,DAIRY,B04,Animal Prac/Dairy,"Todgham, A",2.0
307,44931,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B04,Animal Prac/Dairy,"Todgham, A",2.0
308,44932,"5:00 - 7:50 AM, F",ANS,049C,ANS 049C,DAIRY,B05,Animal Prac/Dairy,"Todgham, A",2.0
309,44932,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B05,Animal Prac/Dairy,"Todgham, A",2.0
310,44933,"5:00 - 7:50 AM, S",ANS,049C,ANS 049C,DAIRY,B06,Animal Prac/Dairy,"Todgham, A",2.0
311,44933,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B06,Animal Prac/Dairy,"Todgham, A",2.0
312,44934,"5:00 - 7:50 AM, U",ANS,049C,ANS 049C,DAIRY,B07,Animal Prac/Dairy,"Todgham, A",2.0
313,44934,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B07,Animal Prac/Dairy,"Todgham, A",2.0
314,44935,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B08,Animal Prac/Dairy,"Todgham, A",2.0
315,44935,"4:10 - 7:00 PM, M",ANS,049C,ANS 049C,DAIRY,B08,Animal Prac/Dairy,"Todgham, A",2.0
316,44936,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B09,Animal Prac/Dairy,"Todgham, A",2.0
317,44936,"4:10 - 7:00 PM, T",ANS,049C,ANS 049C,DAIRY,B09,Animal Prac/Dairy,"Todgham, A",2.0
318,44937,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B10,Animal Prac/Dairy,"Todgham, A",2.0
319,44937,"4:10 - 7:00 PM, W",ANS,049C,ANS 049C,DAIRY,B10,Animal Prac/Dairy,"Todgham, A",2.0
320,44938,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B11,Animal Prac/Dairy,"Todgham, A",2.0
321,44938,"4:10 - 7:00 PM, R",ANS,049C,ANS 049C,DAIRY,B11,Animal Prac/Dairy,"Todgham, A",2.0
322,44939,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B12,Animal Prac/Dairy,"Todgham, A",2.0
323,44939,"4:10 - 7:00 PM, F",ANS,049C,ANS 049C,DAIRY,B12,Animal Prac/Dairy,"Todgham, A",2.0
324,44940,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B13,Animal Prac/Dairy,"Todgham, A",2.0
325,44940,"4:10 - 7:00 PM, S",ANS,049C,ANS 049C,DAIRY,B13,Animal Prac/Dairy,"Todgham, A",2.0
326,44941,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B14,Animal Prac/Dairy,"Todgham, A",2.0
327,44941,"4:10 - 7:00 PM, U",ANS,049C,ANS 049C,DAIRY,B14,Animal Prac/Dairy,"Todgham, A",2.0
328,44942,"11:00 - 11:50 AM, T",ANS,049E,ANS 049E,MEYER 1131,A01,Animal Prac/Horses,"Todgham, A",2.0
329,44942,"1:10 - 4:00 PM, T",ANS,049E,ANS 049E,AHHRSE,A01,Animal Prac/Horses,"Todgham, A",2.0
330,44943,"11:00 - 11:50 AM, T",ANS,049E,ANS 049E,MEYER 1131,A02,Animal Prac/Horses,"Todgham, A",2.0
331,44943,"9:00 - 11:50 AM, W",ANS,049E,ANS 049E,AHHRSE,A02,Animal Prac/Horses,"Todgham, A",2.0
332,44944,"11:00 - 11:50 AM, T",ANS,049E,ANS 049E,MEYER 1131,A03,Animal Prac/Horses,"Todgham, A",2.0
333,44944,"9:00 - 11:50 AM, R",ANS,049E,ANS 049E,AHHRSE,A03,Animal Prac/Horses,"Todgham, A",2.0
334,44945,"2:10 - 3:00 PM, W",ANS,049F,ANS 049F,MEYER 1338,A01,Animal Prac/Lab Animals,"Todgham, A",2.0
335,44945,"1:10 - 4:00 PM, T",ANS,049F,ANS 049F,COLE B,A01,Animal Prac/Lab Animals,"Todgham, A",2.0
336,44946,"10:00 - 12:50 PM, R",ANS,049F,ANS 049F,COLE B,A02,Animal Prac/Lab Animals,"Todgham, A",2.0
337,44946,"2:10 - 3:00 PM, W",ANS,049F,ANS 049F,MEYER 1338,A02,Animal Prac/Lab Animals,"Todgham, A",2.0
338,44947,"9:00 - 11:50 AM, T",ANS,049G,ANS 049G,COLE C,A01,Animal Prac/Meats,"Todgham, A",2.0
339,44947,"3:10 - 4:00 PM, M",ANS,049G,ANS 049G,COLE C 162B,A01,Animal Prac/Meats,"Todgham, A",2.0
340,44948,"3:10 - 4:00 PM, M",ANS,049G,ANS 049G,COLE C 162B,A02,Animal Prac/Meats,"Todgham, A",2.0
341,44948,"1:10 - 4:00 PM, T",ANS,049G,ANS 049G,COLE C,A02,Animal Prac/Meats,"Todgham, A",2.0
342,44949,"3:10 - 4:00 PM, M",ANS,049G,ANS 049G,COLE C 162B,A03,Animal Prac/Meats,"Todgham, A",2.0
343,44949,"9:00 - 11:50 AM, W",ANS,049G,ANS 049G,COLE C,A03,Animal Prac/Meats,"Todgham, A",2.0
344,44950,"3:10 - 4:00 PM, M",ANS,049G,ANS 049G,COLE C 162B,A04,Animal Prac/Meats,"Todgham, A",2.0
345,44950,"1:10 - 4:00 PM, W",ANS,049G,ANS 049G,COLE C,A04,Animal Prac/Meats,"Todgham, A",2.0
346,44951,"3:10 - 4:00 PM, M",ANS,049G,ANS 049G,COLE C 162B,A05,Animal Prac/Meats,"Todgham, A",2.0
347,44951,"9:00 - 11:50 AM, R",ANS,049G,ANS 049G,COLE C,A05,Animal Prac/Meats,"Todgham, A",2.0
348,44952,"8:00 - 10:50 AM, M",ANS,049I,ANS 049I,SHEEPB,A01,Animal Prac/Sheep,"Todgham, A",2.0
349,44952,"11:00 - 11:50 AM, T",ANS,049I,ANS 049I,MEYER 1338,A01,Animal Prac/Sheep,"Todgham, A",2.0
350,44953,"11:00 - 11:50 AM, T",ANS,049I,ANS 049I,MEYER 1338,A02,Animal Prac/Sheep,"Todgham, A",2.0
351,44953,"8:00 - 10:50 AM, T",ANS,049I,ANS 049I,SHEEPB,A02,Animal Prac/Sheep,"Todgham, A",2.0
352,44954,"11:00 - 11:50 AM, T",ANS,049I,ANS 049I,MEYER 1338,A03,Animal Prac/Sheep,"Todgham, A",2.0
353,44954,"8:00 - 10:50 AM, W",ANS,049I,ANS 049I,SHEEPB,A03,Animal Prac/Sheep,"Todgham, A",2.0
354,44955,"11:00 - 11:50 AM, T",ANS,049I,ANS 049I,MEYER 1338,A04,Animal Prac/Sheep,"Todgham, A",2.0
355,44955,"8:00 - 10:50 AM, R",ANS,049I,ANS 049I,SHEEPB,A04,Animal Prac/Sheep,"Todgham, A",2.0
356,44956,"12:10 - 1:00 PM, R",ANS,049J,ANS 049J,AHHOG,A01,Animal Prac/Swine,"Todgham, A",2.0
357,44956,"8:00 - 10:50 AM, M",ANS,049J,ANS 049J,AHHOG,A01,Animal Prac/Swine,"Todgham, A",2.0
358,44957,"8:00 - 10:50 AM, T",ANS,049J,ANS 049J,AHHOG,A02,Animal Prac/Swine,"Todgham, A",2.0
359,44957,"12:10 - 1:00 PM, R",ANS,049J,ANS 049J,AHHOG,A02,Animal Prac/Swine,"Todgham, A",2.0
360,44958,"12:10 - 1:00 PM, R",ANS,049J,ANS 049J,AHHOG,A03,Animal Prac/Swine,"Todgham, A",2.0
361,44958,"8:00 - 10:50 AM, W",ANS,049J,ANS 049J,AHHOG,A03,Animal Prac/Swine,"Todgham, A",2.0
362,44959,"12:10 - 1:00 PM, R",ANS,049J,ANS 049J,AHHOG,A04,Animal Prac/Swine,"Todgham, A",2.0
363,44959,"8:00 - 10:50 AM, R",ANS,049J,ANS 049J,AHHOG,A04,Animal Prac/Swine,"Todgham, A",2.0
364,44960,"12:10 - 1:00 PM, R",ANS,049J,ANS 049J,AHHOG,A05,Animal Prac/Swine,"Todgham, A",2.0
365,44960,"8:00 - 10:50 AM, F",ANS,049J,ANS 049J,AHHOG,A05,Animal Prac/Swine,"Todgham, A",2.0
366,11418,"10:00 - 11:50 AM, F",ANS,103,ANS 103,MEYER 1131,A01,Animal Welfare,"Makagon, M",4.0
367,11418,"3:10 - 4:00 PM, TR",ANS,103,ANS 103,OLSON 158,A01,Animal Welfare,"Makagon, M",4.0
368,11419,"2:10 - 4:00 PM, F",ANS,103,ANS 103,OLSON 101,A02,Animal Welfare,"Makagon, M",4.0
369,11419,"3:10 - 4:00 PM, TR",ANS,103,ANS 103,OLSON 158,A02,Animal Welfare,"Makagon, M",4.0
370,11420,"10:00 - 10:50 AM, T",ANS,106,ANS 106,H GYM 290,A01,Animal Behavior Lab,"Tucker, C",3.0
371,11420,"2:10 - 5:00 PM, R",ANS,106,ANS 106,MEYER 1135,A01,Animal Behavior Lab,"Tucker, C",3.0
372,11421,"2:10 - 5:00 PM, W",ANS,106,ANS 106,MEYER 1135,A02,Animal Behavior Lab,"Tucker, C",3.0
373,11421,"10:00 - 10:50 AM, T",ANS,106,ANS 106,H GYM 290,A02,Animal Behavior Lab,"Tucker, C",3.0
374,11422,"1:10 - 2:00 PM, MWF",ANS,108,ANS 108,YOUNG 184,001,Equine Behavr & Welfare,"McLean, A",3.0
375,11423,"9:00 - 9:50 AM, MWF",ANS,120,ANS 120,WELLMN 1,001,Meat Science,"Yang, X",3.0
376,45084,"1:10 - 2:00 PM, W",ANS,120L,ANS 120L,COLE C 162B,001,Meat Science Lab,"Yang, X",2.0
377,45084,"2:10 - 5:00 PM, W",ANS,120L,ANS 120L,COLE C 162B,001,Meat Science Lab,"Yang, X",2.0
378,11424,"9:00 - 10:50 AM, T",ANS,124,ANS 124,MEYER 1330,A01,Lactation,"Hovey, R",4.0
379,11424,"9:00 - 9:50 AM, MWF",ANS,124,ANS 124,YOUNG 194,A01,Lactation,"Hovey, R",4.0
380,11425,"9:00 - 9:50 AM, MWF",ANS,124,ANS 124,YOUNG 194,A02,Lactation,"Hovey, R",4.0
381,11425,"2:10 - 4:00 PM, T",ANS,124,ANS 124,MEYER 1330,A02,Lactation,"Hovey, R",4.0
382,11426,"9:00 - 9:50 AM, MWF",ANS,124,ANS 124,YOUNG 194,A03,Lactation,"Hovey, R",4.0
383,11426,"2:10 - 4:00 PM, W",ANS,124,ANS 124,MEYER 1330,A03,Lactation,"Hovey, R",4.0
384,11427,"9:00 - 9:50 AM, MWF",ANS,124,ANS 124,YOUNG 194,A04,Lactation,"Hovey, R",4.0
385,11427,"2:10 - 4:00 PM, R",ANS,124,ANS 124,MEYER 1330,A04,Lactation,"Hovey, R",4.0
386,45085,"12:10 - 1:30 PM, TR",ANS,126,ANS 126,HOAGLD 113,001,Equine Nutrition,"McLean, A",3.0
387,11429,"2:10 - 3:00 PM, T",ANS,128,ANS 128,MEYER 1131,001,Agr Applications of LP,The Staff,4.0
388,11429,"3:10 - 5:00 PM, T",ANS,128,ANS 128,MEYER 1131,001,Agr Applications of LP,The Staff,4.0
389,11429,"10:00 - 10:50 AM, TR",ANS,128,ANS 128,MEYER 1131,001,Agr Applications of LP,The Staff,4.0
390,11430,"10:00 - 10:50 AM, W",ANS,134,ANS 134,MEYER 1330,001,Animal Nutrition Lab,"Liu, Y",3.0
391,11430,"8:00 - 10:50 AM, F",ANS,134,ANS 134,MEYER 1330,001,Animal Nutrition Lab,"Liu, Y",3.0
392,45603,"8:00 - 10:50 AM, W",ANS,134,ANS 134,MEYER 1420,002,Animal Nutrition Lab,"Vahmani, P",3.0
393,45603,"2:10 - 3:00 PM, M",ANS,134,ANS 134,MEYER 1330,002,Animal Nutrition Lab,"Vahmani, P",3.0
394,45460,"12:10 - 1:30 PM, TR",ANS,142,ANS 142,OLSON 250,A01,Companion Animal Care,"Pettey, E",4.0
395,45460,"11:00 - 11:50 AM, T",ANS,142,ANS 142,MEYER 1330,A01,Companion Animal Care,"Pettey, E",4.0
396,45461,"9:00 - 9:50 AM, R",ANS,142,ANS 142,MEYER 1131,A02,Companion Animal Care,"Pettey, E",4.0
397,45461,"12:10 - 1:30 PM, TR",ANS,142,ANS 142,OLSON 250,A02,Companion Animal Care,"Pettey, E",4.0
398,45462,"12:10 - 1:30 PM, TR",ANS,142,ANS 142,OLSON 250,A03,Companion Animal Care,"Pettey, E",4.0
399,45462,"10:00 - 10:50 AM, R",ANS,142,ANS 142,MEYER 1330,A03,Companion Animal Care,"Pettey, E",4.0
400,45100,"1:10 - 2:00 PM, W",ANS,150,ANS 150,OLSON 223,A01,Animal Health & Disease,"Moody, C",4.0
401,45100,"9:00 - 10:20 AM, TR",ANS,150,ANS 150,SCRBOK 160,A01,Animal Health & Disease,"Moody, C",4.0
402,45101,"9:00 - 10:20 AM, TR",ANS,150,ANS 150,SCRBOK 160,A02,Animal Health & Disease,"Moody, C",4.0
403,45101,"2:10 - 3:00 PM, W",ANS,150,ANS 150,OLSON 205,A02,Animal Health & Disease,"Moody, C",4.0
404,45102,"3:10 - 4:00 PM, W",ANS,150,ANS 150,OLSON 147,A03,Animal Health & Disease,"Moody, C",4.0
405,45102,"9:00 - 10:20 AM, TR",ANS,150,ANS 150,SCRBOK 160,A03,Animal Health & Disease,"Moody, C",4.0
406,45103,"10:00 - 12:50 PM, T",ANS,160A,ANS 160A,AHHOG,001,Stress & Reproduction I,"Berger,Horback",2.0
407,45103,TBA,ANS,160A,ANS 160A,TBA,001,Stress & Reproduction I,"Berger,Horback",2.0
408,11759,"12:10 - 1:00 PM, M",ANS,291,ANS 291,HART 1128,001,Cur Research Animal Sci,"Denicol, A",1.0
409,11925,"9:00 - 10:20 AM, TR",ANT,001,ANT 001,MONDAV 114,A01,Human Evolutionary Bio,"Weaver, T",4.0
410,11925,"11:00 - 11:50 AM, T",ANT,001,ANT 001,SOCSCI 233,A01,Human Evolutionary Bio,"Weaver, T",4.0
